Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,PreferredLoginDevice_0,PreferredLoginDevice_1,PreferredLoginDevice_2,PreferredPaymentMode_0,PreferredPaymentMode_1,PreferredPaymentMode_2,PreferredPaymentMode_3,PreferredPaymentMode_4,PreferedOrderCat_0,PreferedOrderCat_1,PreferedOrderCat_2,PreferedOrderCat_3,PreferedOrderCat_4,Churn
30.0,1,21.0,1,2.0,3,3,3,1,14.0,1.0,2.0,2.0,257.87,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
12.0,3,10.0,1,3.0,4,1,10,1,13.0,2.0,2.0,1.0,193.61,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
15.0,1,35.0,0,3.0,5,4,2,0,24.0,2.0,2.0,11.0,260.7,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
29.0,1,9.0,0,4.0,4,1,4,1,14.0,1.0,2.0,3.0,291.59,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1.0,3,20.0,1,4.0,5,5,7,1,14.0,3.0,3.0,3.0,186.34,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1.0,1,11.0,1,3.0,4,2,3,1,21.0,1.0,3.0,3.0,153.75,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
12.0,3,9.0,1,3.0,5,1,5,0,19.0,2.0,8.0,6.0,177.49,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
16.0,1,9.0,1,4.0,5,4,6,0,15.0,1.0,2.0,1.0,173.41,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
28.0,1,24.0,0,3.0,4,3,10,0,12.0,1.0,2.0,9.0,232.39,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
11.0,1,29.0,1,2.0,3,1,10,0,14.0,0.0,1.0,2.0,157.45,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9.0,3,25.0,1,4.0,4,5,2,0,17.0,1.0,2.0,5.0,25.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2.0,1,29.0,1,3.0,1,3,2,0,24.0,1.0,1.0,7.0,127.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
9.0,3,6.0,0,3.0,4,4,2,1,11.0,1.0,1.0,2.0,121.74000000000001,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
19.0,1,14.0,1,4.0,2,3,6,0,18.0,2.0,2.0,3.0,189.34,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
15.0,3,17.0,1,3.0,6,4,3,0,14.0,4.0,12.0,10.0,186.51,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
15.0,3,7.0,0,4.0,4,5,2,0,18.0,1.0,2.0,8.0,166.03,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
15.0,3,16.0,1,4.0,4,3,5,1,14.0,1.0,2.0,8.0,206.89,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0.0,1,13.0,0,2.0,4,5,9,0,19.0,1.0,1.0,7.0,168.11,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1.0,1,10.0,0,3.0,4,3,2,1,20.0,2.0,2.0,3.0,166.71,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
25.0,1,12.0,1,3.0,3,5,4,1,12.0,2.0,6.0,9.0,155.77,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1.0,3,8.0,1,4.0,5,5,3,0,12.0,2.0,7.0,3.0,222.14,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
12.0,3,8.0,1,3.0,5,5,6,0,15.0,2.0,2.0,1.0,153.58,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
12.0,3,27.0,0,2.0,5,3,7,0,19.0,0.0,1.0,2.0,157.36,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
14.0,2,16.0,1,3.0,4,2,4,0,15.0,1.0,12.0,6.0,291.41,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1.0,1,16.0,0,5.0,4,4,3,0,17.0,1.0,2.0,4.0,147.79,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1.0,1,21.0,1,3.0,4,2,7,1,14.0,1.0,2.0,5.0,149.36,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
4.0,1,17.0,1,3.0,3,5,2,1,12.0,0.0,1.0,1.0,168.33,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
30.0,3,13.0,0,3.0,2,5,11,0,12.0,7.0,2.0,8.0,257.12,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3.0,1,10.0,1,4.0,5,3,3,0,19.0,2.0,2.0,8.0,244.35000000000002,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
10.0,1,11.0,1,3.0,5,1,3,0,17.0,1.0,2.0,9.0,183.1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
8.0,1,6.0,0,2.0,4,2,1,0,12.0,1.0,1.0,0.0,153.63,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
8.0,3,17.0,0,3.0,4,3,3,1,20.0,1.0,2.0,1.0,147.2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
12.0,1,25.0,1,2.0,3,1,9,0,14.0,0.0,2.0,2.0,139.02,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
28.0,1,8.0,1,3.0,3,4,4,0,18.0,1.0,1.0,3.0,209.76,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
11.0,1,6.0,0,2.0,3,3,5,1,14.0,0.0,1.0,0.0,178.61,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3.0,3,31.0,0,2.0,3,3,8,1,12.0,1.0,2.0,2.0,147.36,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15.0,1,8.0,1,2.0,3,1,3,1,14.0,4.0,13.0,9.0,201.24,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
24.0,1,35.0,0,3.0,4,5,6,1,15.0,1.0,2.0,3.0,293.8,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.0,1,9.0,1,3.0,4,3,2,0,17.0,1.0,1.0,0.0,132.3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
12.0,3,17.0,0,2.0,3,1,2,0,18.0,0.0,7.0,7.0,176.54,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0.0,1,6.0,1,2.0,3,2,5,0,11.0,1.0,1.0,2.0,132.29,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
8.0,1,8.0,1,4.0,5,5,2,0,21.0,1.0,5.0,10.0,178.43,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0,1,9.0,1,3.0,4,4,3,0,12.0,2.0,2.0,3.0,147.26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
30.0,1,6.0,0,3.0,3,5,4,1,15.0,1.0,1.0,5.0,297.01,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5.0,1,27.0,1,3.0,4,3,3,0,12.0,1.0,2.0,3.0,166.97,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
20.0,1,8.0,0,2.0,3,3,4,0,19.0,1.0,5.0,6.0,271.69,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
8.0,1,8.0,0,2.0,3,4,6,0,11.0,1.0,1.0,2.0,144.25,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
26.0,1,18.0,0,3.0,4,3,10,0,21.0,2.0,2.0,5.0,156.49,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
30.0,1,11.0,0,4.0,4,5,6,0,14.0,1.0,5.0,3.0,324.43,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
9.0,1,6.0,0,2.0,3,1,2,0,12.0,1.0,5.0,7.0,121.15,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
23.0,1,29.0,0,4.0,4,4,5,0,17.0,1.0,2.0,3.0,289.13,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
11.0,1,6.0,0,3.0,3,5,2,0,13.0,4.0,2.0,11.0,235.82,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
15.0,1,14.0,1,2.0,4,4,3,0,15.0,7.0,7.0,7.0,149.41,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
10.0,3,8.0,0,4.0,4,3,8,0,14.0,2.0,2.0,1.0,193.15,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2.0,3,8.0,1,3.0,3,3,2,0,14.0,1.0,1.0,2.0,146.49,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
12.0,3,9.0,0,3.0,4,5,5,0,16.0,1.0,2.0,8.0,193.93,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3.0,1,30.0,1,3.0,3,3,2,0,22.0,1.0,1.0,0.0,126.93,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8.0,3,6.0,1,2.0,4,5,1,0,14.0,1.0,2.0,8.0,143.12,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
8.0,1,17.0,1,4.0,4,3,3,1,12.0,2.0,2.0,3.0,154.36,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
23.0,1,12.0,1,4.0,4,3,4,0,15.0,1.0,2.0,3.0,191.51,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9.0,1,12.0,1,2.0,3,2,1,0,11.0,4.0,10.0,11.0,132.1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0.0,1,14.0,0,2.0,3,3,2,1,13.0,3.0,7.0,7.0,123.94,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
31.0,1,30.0,1,3.0,4,3,3,0,13.0,2.0,3.0,3.0,148.72,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
19.0,1,14.0,1,4.0,3,3,6,0,18.0,1.0,2.0,3.0,189.34,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
16.0,3,31.0,1,3.0,4,1,6,0,13.0,1.0,1.0,0.0,207.98000000000002,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0.0,3,14.0,1,2.0,3,2,1,0,13.0,0.0,2.0,1.0,124.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
18.0,1,8.0,1,3.0,3,5,6,1,15.0,1.0,1.0,4.0,298.59,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
14.0,1,15.0,1,3.0,3,3,3,0,15.0,0.0,1.0,11.0,294.19,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,3,20.0,0,4.0,4,4,3,0,14.0,1.0,2.0,1.0,145.33,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
26.0,1,13.0,1,4.0,4,5,5,1,13.0,3.0,7.0,10.0,180.77,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9.0,1,16.0,0,3.0,3,3,4,0,12.0,0.0,1.0,7.0,170.94,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
12.0,3,9.0,0,4.0,6,1,4,1,21.0,1.0,2.0,4.0,179.05,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1.0,1,11.0,1,3.0,3,5,4,0,17.0,1.0,2.0,3.0,153.19,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9.0,1,9.0,1,2.0,3,3,2,0,13.0,1.0,1.0,0.0,114.19999999999999,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0.0,3,14.0,0,3.0,1,2,9,0,14.0,1.0,1.0,0.0,125.34,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.0,3,29.0,0,2.0,4,1,8,1,19.0,0.0,1.0,0.0,141.57,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4.0,1,13.0,0,3.0,5,1,2,0,13.0,6.0,7.0,8.0,171.27,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0.0,1,28.0,1,3.0,3,3,2,1,15.0,5.0,6.0,7.0,161.79,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
7.0,3,15.0,0,3.0,3,3,2,0,20.0,1.0,1.0,3.0,157.14,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.0,3,15.0,0,3.0,5,4,2,0,13.0,2.0,2.0,2.0,127.6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1.0,1,9.0,1,3.0,5,2,2,0,13.0,1.0,2.0,2.0,164.04,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
14.0,3,8.0,1,4.0,4,3,9,0,13.0,2.0,2.0,2.0,192.28,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
4.0,3,14.0,1,2.0,4,3,4,0,15.0,2.0,5.0,2.0,123.28999999999999,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0.0,1,10.0,1,2.0,3,1,2,1,15.0,4.0,5.0,6.0,136.91,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
22.0,1,13.0,1,4.0,5,3,4,0,14.0,1.0,3.0,3.0,167.4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
18.0,1,14.0,1,2.0,3,4,9,0,18.0,1.0,1.0,15.0,123.47999999999999,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
8.0,1,8.0,1,3.0,4,1,1,1,14.0,1.0,1.0,4.0,149.3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
17.0,2,9.0,1,4.0,4,1,2,0,14.0,2.0,2.0,9.0,160.39,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7.0,1,32.0,1,3.0,5,4,3,0,14.0,2.0,2.0,3.0,168.2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
15.0,3,17.0,1,3.0,4,1,9,0,15.0,1.0,2.0,11.0,187.3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
29.0,3,12.0,0,2.0,1,5,10,0,11.0,6.0,2.0,7.0,232.12,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
27.0,1,15.0,0,3.0,3,3,4,0,11.0,0.0,2.0,3.0,128.97,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0.0,1,35.0,1,3.0,4,4,1,0,11.0,1.0,1.0,4.0,134.79,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
0.0,3,10.0,1,2.0,4,5,2,0,12.0,1.0,1.0,3.0,142.56,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3.0,3,17.0,1,4.0,4,3,3,0,12.0,2.0,2.0,1.0,151.42,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6.0,3,9.0,1,3.0,4,4,2,1,14.0,1.0,2.0,3.0,165.78,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
8.0,1,13.0,1,2.0,3,3,4,0,21.0,0.0,1.0,6.0,202.21,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
13.0,1,18.0,0,2.0,3,5,3,0,12.0,1.0,7.0,7.0,144.48,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11.0,1,16.0,1,3.0,3,3,1,0,17.0,0.0,1.0,2.0,126.84,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
17.0,3,32.0,1,4.0,5,1,7,0,14.0,2.0,2.0,1.0,232.98000000000002,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1.0,3,7.0,0,4.0,4,4,3,1,17.0,2.0,2.0,5.0,157.02,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
29.0,1,15.0,0,3.0,3,3,3,0,19.0,0.0,1.0,3.0,129.42,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
21.0,3,9.0,0,4.0,5,1,3,1,19.0,1.0,2.0,3.0,157.94,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3.0,1,10.0,1,4.0,5,3,3,0,19.0,1.0,2.0,8.0,244.35000000000002,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
26.0,1,14.0,1,2.0,3,1,3,0,17.0,2.0,2.0,2.0,124.5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0.0,3,12.0,1,3.0,5,3,5,1,18.0,6.0,7.0,7.0,161.72,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
5.0,1,10.0,1,4.0,4,3,11,0,13.0,1.0,3.0,3.0,261.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,1,15.0,1,3.0,6,3,3,0,20.0,2.0,2.0,3.0,171.21,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
26.0,1,6.0,1,3.0,4,4,9,0,20.0,3.0,5.0,3.0,229.45,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
19.0,3,9.0,1,4.0,4,4,2,0,20.0,4.0,4.0,8.0,173.05,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
10.0,1,19.0,1,2.0,3,1,2,0,17.0,2.0,3.0,7.0,142.85,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
10.0,3,27.0,0,3.0,3,2,6,0,15.0,1.0,1.0,0.0,129.73,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4.0,3,13.0,1,3.0,3,1,5,0,12.0,0.0,1.0,7.0,175.47,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
25.0,1,34.0,0,2.0,1,3,3,1,11.0,1.0,2.0,2.0,232.47000000000003,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3.0,3,13.0,0,3.0,3,5,8,0,14.0,1.0,1.0,2.0,147.79,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
10.0,1,16.0,1,2.0,3,4,3,1,12.0,0.0,1.0,1.0,141.97,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
30.0,3,35.0,1,2.0,4,2,4,0,12.0,0.0,2.0,0.0,241.18,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5.0,3,11.0,1,3.0,4,4,3,0,19.0,5.0,8.0,3.0,218.55,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
11.0,2,15.0,1,3.0,4,4,4,0,14.0,5.0,5.0,8.0,165.71,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1.0,1,23.0,1,3.0,4,4,4,1,14.0,2.0,2.0,3.0,148.73,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
23.0,3,5.0,1,2.0,3,3,5,1,15.0,0.0,1.0,0.0,293.31,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3.0,1,34.0,0,3.0,3,2,2,0,13.0,0.0,1.0,9.0,157.75,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
13.0,1,13.0,0,3.0,4,4,6,0,19.0,3.0,3.0,3.0,208.76,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0.0,3,10.0,1,2.0,5,1,2,0,11.0,6.0,9.0,8.0,204.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3.0,3,27.0,0,3.0,4,2,3,0,16.0,1.0,2.0,3.0,146.57,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5.0,3,25.0,1,3.0,5,3,4,0,13.0,1.0,1.0,2.0,196.1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9.0,1,23.0,1,3.0,5,3,3,0,13.0,1.0,1.0,0.0,122.9,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
21.0,3,21.0,1,3.0,4,5,4,0,13.0,1.0,2.0,8.0,174.6,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1.0,1,9.0,1,4.0,4,1,8,1,14.0,1.0,3.0,3.0,162.22,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
5.0,1,31.0,0,4.0,5,5,3,0,20.0,1.0,2.0,9.0,193.12,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
24.0,3,16.0,1,3.0,4,3,6,1,15.0,1.0,2.0,1.0,318.31,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
9.0,1,20.0,0,2.0,3,3,2,0,16.0,1.0,1.0,0.0,115.13999999999999,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
19.0,1,9.0,0,4.0,5,3,3,0,15.0,2.0,2.0,1.0,147.74,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
12.0,1,7.0,1,4.0,5,3,11,1,14.0,1.0,2.0,1.0,178.81,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24.0,1,9.0,0,3.0,3,4,4,0,18.0,0.0,2.0,0.0,237.33999999999997,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7.0,1,35.0,1,2.0,3,3,5,0,13.0,0.0,7.0,7.0,154.29,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
9.0,1,10.0,1,3.0,5,3,3,0,19.0,2.0,2.0,1.0,137.81,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7.0,3,10.0,1,3.0,3,1,3,1,13.0,0.0,1.0,0.0,197.13,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5.0,1,16.0,1,3.0,3,1,3,0,25.0,0.0,1.0,3.0,212.44,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
20.0,1,31.0,1,2.0,3,3,3,0,23.0,9.0,12.0,11.0,186.33,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
19.0,2,31.0,1,3.0,4,4,3,0,17.0,1.0,2.0,5.0,146.77,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
18.0,1,8.0,1,3.0,4,1,10,0,23.0,1.0,11.0,8.0,267.92,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2.0,1,27.0,0,2.0,1,5,2,0,11.0,6.0,8.0,8.0,199.8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
10.0,1,25.0,0,4.0,4,1,3,0,14.0,1.0,2.0,8.0,146.53,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
16.0,1,9.0,1,4.0,5,4,6,0,15.0,2.0,2.0,1.0,173.41,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7.0,1,8.0,0,2.0,4,5,2,0,11.0,1.0,1.0,3.0,143.81,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9.0,1,23.0,0,3.0,3,4,2,0,13.0,0.0,1.0,0.0,122.1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
10.0,3,15.0,1,3.0,3,4,2,0,13.0,1.0,7.0,7.0,188.34,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
15.0,1,8.0,1,3.0,4,2,4,0,23.0,0.0,1.0,0.0,167.81,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
7.0,2,17.0,1,2.0,4,4,5,0,11.0,0.0,1.0,8.0,144.9,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
11.0,1,6.0,0,3.0,3,5,2,0,13.0,3.0,2.0,11.0,235.82,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1.0,3,15.0,1,3.0,2,4,2,0,23.0,2.0,2.0,3.0,173.51,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
14.0,3,6.0,0,3.0,3,5,1,0,17.0,0.0,1.0,7.0,141.03,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
9.0,1,6.0,1,2.0,4,3,7,0,12.0,1.0,1.0,7.0,122.58000000000001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
24.0,3,15.0,1,2.0,3,4,5,1,15.0,2.0,11.0,10.0,298.47,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17.0,3,32.0,1,4.0,5,2,7,0,14.0,2.0,2.0,1.0,259.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7.0,1,12.0,1,3.0,5,2,6,0,16.0,1.0,2.0,3.0,196.19,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9.0,1,15.0,1,2.0,4,3,2,0,13.0,0.0,1.0,8.0,122.06,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
12.0,3,23.0,0,3.0,4,4,4,0,13.0,2.0,2.0,3.0,166.98,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
19.0,3,6.0,0,3.0,3,5,2,0,25.0,4.0,15.0,7.0,204.53,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1.0,1,22.0,1,3.0,4,3,9,0,15.0,1.0,2.0,1.0,173.34,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
25.0,1,8.0,0,2.0,4,1,8,0,15.0,2.0,2.0,2.0,132.12,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6.0,3,13.0,1,3.0,4,3,3,0,17.0,6.0,6.0,8.0,175.1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1.0,1,24.0,1,4.0,5,4,3,0,22.0,2.0,2.0,1.0,146.27,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0,1,14.0,0,3.0,4,3,3,1,17.0,1.0,2.0,3.0,153.86,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1.0,1,23.0,1,3.0,2,3,5,0,17.0,2.0,2.0,8.0,177.94,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.0,3,19.0,1,3.0,4,5,6,1,13.0,2.0,2.0,2.0,161.34,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
21.0,1,9.0,0,3.0,4,3,5,0,15.0,3.0,6.0,7.0,296.69,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
28.0,1,10.0,1,3.0,4,1,5,0,15.0,1.0,2.0,10.0,302.79,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3.0,1,16.0,1,4.0,2,3,8,0,19.0,1.0,2.0,1.0,149.51,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
8.0,1,36.0,1,3.0,4,3,6,0,14.0,1.0,8.0,8.0,179.29,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1.0,3,25.0,0,4.0,4,3,2,1,19.0,1.0,4.0,3.0,171.14,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1.0,1,12.0,0,3.0,4,1,2,1,15.0,2.0,2.0,3.0,148.79,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0,1,10.0,0,3.0,4,3,2,1,20.0,2.0,2.0,3.0,166.71,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
